name,lat,lng,type,state,district,phone
Mother Hospital's Blood Bank,10.5197808,76.1852932,blood_bank,Kerala,Thrissur,+91-4872434100; +91-4872361091
Westfort Hi-Tech Hospital's Blood Bank,10.5366157,76.1970279,blood_bank,Kerala,Thrissur,+91 487 2388999
West Fort Hospital's Blood Bank,10.5241381,76.2017122,blood_bank,Kerala,Thrissur,+91 487 2382130;+91 487 2388783
Jubilee Mission Hospital's Blood Bank,10.5209859,76.2265751,blood_bank,Kerala,Thrissur,+91-4872432200
District Hospital's Blood Bank,10.5230122,76.2173923,blood_bank,Kerala,Thrissur,+91 487 2427778;+91 487 2427383
Thrichur Heart Hospital's Blood Bank,10.512787,76.2147706,blood_bank,Kerala,Thrissur,+91 487 2433101
Metropolitan Hospital's Blood Bank,10.5105407,76.2104962,blood_bank,Kerala,Thrissur,+91 487 2425125
Elite Mission Hospital's Blood Bank,10.5023779,76.2114501,blood_bank,Kerala,Thrissur,+91 487 2429322;+91 487 3011400
Bishop Alappat Mission Hospital's Blood Bank,10.3951198,76.1646241,blood_bank,Kerala,Thrissur,+91 480 2670267
Sacred Heart Mission Hospital's Blood Bank,10.3451387,76.2347766,blood_bank,Kerala,Thrissur,+91 480 2826545;+91 480 2823128
St. James Hospital's Blood Bank,10.3152718,76.3351756,blood_bank,Kerala,Thrissur,+91-4802710271
Maria Theresa Hospital's Blood Bank,10.2891682,76.2771347,blood_bank,Kerala,Thrissur,
Sanjoe Hospital's Blood Bank,10.1143139,76.4726397,blood_bank,Kerala,Ernakulam,+91-4842522251
M/s. Rajagiri Healthcare and Education Trust Blood Bank,10.0877547,76.3880226,blood_bank,Kerala,ERNAKULAM,+91-4846655618
Samaritan Hospital's Blood Bank,10.0439089,76.3975579,blood_bank,Kerala,Ernakulam,+91-4842680511; +91-4842680516
St. John's Hospital's Blood Bank,9.7469477,77.1097901,blood_bank,Kerala,Idukki,+91-4868272239
Lifeline Super Speciality Hospital's Blood Bank,9.1636221,76.7062734,blood_bank,Kerala,Pathanamthitta,+91-4734223377
"General Hospital Blood Bank, Porbandar",21.6365377,69.6285193,blood_bank,Gujarat,PORBANDAR,2862242910
Navdeep Blood Bank,21.5207784,70.4544599,blood_bank,Gujarat,JUNAGADH,2852631127
"Indian Red Cross Society Blood Bank, Amreli",21.6070548,71.22186,blood_bank,Gujarat,AMRELI,02792223034; 02792232854
Navkar Charitable Trust Mahuva Blood Bank,21.0896492,71.7690428,blood_bank,Gujarat,BHAVNAGAR,2844224464
Bhavnagar Blood Bank,21.7544801,72.1535629,blood_bank,Gujarat,BHAVNAGAR,2782561526
Sir T. General Hospital Blood Bank,21.7675931,72.1417612,blood_bank,Gujarat,BHAVNAGAR,02782520091; 02782423250
Bambhaniya Voluntary Blood Bank,21.7696107,72.1448269,blood_bank,Gujarat,BHAVNAGAR,02782224744; 02783004744
Smt. Sonalien A. Shah Blood Bank,22.1726963,71.6631277,blood_bank,Gujarat,BHAVNAGAR,0278255361; 0278256099
General Hospital Surendranagar Blood Bank,22.7218573,71.6487886,blood_bank,Gujarat,SURENDRANAGAR,2752222052
C. U. Shah Medical College and Hospital Blood Bank,22.7423508,71.6217881,blood_bank,Gujarat,SURENDRANAGAR,02752287041; 02752287000; 02752287001; 02752287002
"Bahansali Trust Raktdan Kendra, Radhanpur",23.8234657,71.6164036,blood_bank,Gujarat,PATAN,02746277343; 02746277249
Jashpur District Hospital Blood Bank,22.8823861,84.1370665,blood_bank,Chhattisgarh,JASHPUR,
Janjgir District Hospital Blood Bank,22.0087512,82.5966821,blood_bank,Chhattisgarh,JANJGIR-CHAMPA,
"District Hospital Blood Bank, Surajpur",23.2097263,82.8804144,blood_bank,Chhattisgarh,SURAJPUR,
Saraswati Voluntary Blood Bank,24.4996456,72.032724,blood_bank,Gujarat,Banaskantha,2748222011
Gayatri Pathology Laboratory and Voluntary Blood Bank,24.2662821,72.1838631,blood_bank,Gujarat,Banaskantha,2742253475
Gandhi Lincon Hospital Blood Bank,24.255953,72.1842635,blood_bank,Gujarat,Banaskantha,2744220172
Seventilal Kantilal Blood Bank,23.8488845,72.112096,blood_bank,Gujarat,PATAN,02766231477; 02766233496
"GMERS Medical College and Hospital Blood Bank, Dharpur",23.8475266,72.1922484,blood_bank,Gujarat,PATAN,2766233311
"General Hospital Blood Bank, Siddhpur",23.9159262,72.3731312,blood_bank,Gujarat,PATAN,2767223086
"Sardar Seva Trust, Unjha Nagrik Sahkari Voluntary Blood Bank",23.8040594,72.3897274,blood_bank,Gujarat,Mehsana,2767248755
Mehsana Jaycees Charitable Trust Blood Bank,23.6057513,72.3855633,blood_bank,Gujarat,Mehsana,02762251252; 02762243634
"General Hospital Blood Bank, Mehsana",23.6081353,72.3914172,blood_bank,Gujarat,Mehsana,02762297301; 02762221475
Indian Medical Association (IMA) Blood Bank,23.4237997,72.6503335,blood_bank,Gujarat,GANDHINAGAR,2763270085
Shraddhadeep Pathology Lab and Blood Bank,23.2269598,72.6465181,blood_bank,Gujarat,GANDHINAGAR,7923222474
"General Hospital Blood Bank, Sola",23.0829395,72.5247699,blood_bank,Gujarat,AHMEDABAD,07927664349; 07927432584; 07927474359(Exte.210)
Maha Gujarat Blood Bank,22.9975368,72.6024306,blood_bank,Gujarat,AHMEDABAD,07925451331; 07925461641
L. G. Hospital Blood Bank,22.9995614,72.6050511,blood_bank,Gujarat,AHMEDABAD,07925461380/81/82/83/84(Extn.219)
Help Voluntary Blood Bank,23.0001213,72.6047862,blood_bank,Gujarat,AHMEDABAD,7965136744
GUJARAT CANCER MEDICAL COLLEGE's Blood Bank,23.0391891,72.6105738,blood_bank,Gujarat,AHMEDABAD,0796648138; 07966048000
Smt. Shardaben Hospital Blood Bank,23.0330048,72.6107548,blood_bank,Gujarat,AHMEDABAD,07922164261; 07922924264
Adarsh Pathology Laboratory and Blood Bank,23.0377242,72.6301351,blood_bank,Gujarat,AHMEDABAD,07922749146; 07922746672
"White Cross Blood Bank, Naroda",23.065027,72.6426664,blood_bank,Gujarat,AHMEDABAD,7922815227
Apollo Hospital International Limited Blood Bank,23.1095362,72.6260528,blood_bank,Gujarat,GANDHINAGAR,7966701825
Ami Pathology Laboratory and Blood Bank,23.0870823,72.592206,blood_bank,Gujarat,AHMEDABAD,7927501202
Imambara Sadar Hospital Blood Bank,22.892422,88.3994944,blood_bank,West Bengal,HOOGHLY,3326800236
"Government Head Quarters Hospital Blood Bank, periyakulam",10.123288,77.5329369,blood_bank,Tamil Nadu,THENI,4546231292
District Hospital Blood Bank Bemetara,21.7021133,81.5337937,blood_bank,Chhattisgarh,BEMETARA,
"Gayatri Blood Bank, Durg",21.1987492,81.2854457,blood_bank,Chhattisgarh,DURG,
Nehru Centenary Hospital Blood Bank,22.3500609,82.54879,blood_bank,Chhattisgarh,KORBA,07815275309; 07815262456
United Blood Bank,21.2490265,81.6487911,blood_bank,Chhattisgarh,RAIPUR,7712432002
Chhattisgarh Blood Bank,21.244084,81.6120775,blood_bank,Chhattisgarh,RAIPUR,07714088109; 07713060518
"City Blood Bank, Raipur",21.2408616,81.6206911,blood_bank,Chhattisgarh,RAIPUR,07714032241; 07716460810
Rajdhani Blood Bank,21.2448529,81.6300776,blood_bank,Chhattisgarh,RAIPUR,07712292120; 07712292130
Dr. B R Ambedkar Memorial Hospital's Blood Bank,21.250143,81.6407745,blood_bank,Chhattisgarh,RAIPUR,7712890090
Raipur Institute of Medical Science,21.2413846,81.8380678,blood_bank,Chhattisgarh,RAIPUR,0771-305306088
Evangelical Mission Hospital Blood Bank,21.5539707,81.7905169,blood_bank,Chhattisgarh,RAIPUR,07721-233599
Shree Narayana Hospital Blood Bank,21.263501,81.6498157,blood_bank,Chhattisgarh,RAIPUR,7713001234
Aashirwad Blood Bank,21.2594851,81.6622727,blood_bank,Chhattisgarh,RAIPUR,7714043768
Bilasa Blood Bank,21.2542777,81.6633506,blood_bank,Chhattisgarh,RAIPUR,0771-4009304
Srishti Blood Bank,21.2462109,81.6309168,blood_bank,Chhattisgarh,RAIPUR,7354111119
SSD Blood Bank,21.2361598,81.6515663,blood_bank,Chhattisgarh,RAIPUR,07712432511; 07712422980
Narayana Hrudayalaya MMI Blood Bank,21.2131787,81.6579115,blood_bank,Chhattisgarh,RAIPUR,07714210902(Ext-928)
Dhamtari District Hospital Blood Bank,20.7077641,81.5396928,blood_bank,Chhattisgarh,DHAMTARI,
Kanker District Hospital Blood Bank,20.264751,81.4952112,blood_bank,Chhattisgarh,KANKER,7868241063
Sunder Lal Jain Charitable Hospital Blood Bank,28.6918169,77.181463,blood_bank,Delhi,NORTH WEST DELHI,1147030900
Sushruta Trauma Centre Blood Bank,28.6798078,77.228384,blood_bank,Delhi,NORTH WEST DELHI,01123906014; 01123906028
Blood Bank,28.6776906,77.2241475,blood_bank,,,+91 11 2398 1260;+91 11 2399 4401;+91 11 2399 4402
Hindu Rao Hospital Blood Bank,28.6757799,77.2121508,blood_bank,Delhi,NORTH DELHI,1123905713
St. Stephen's Hospital Blood Bank,28.6668948,77.2143441,blood_bank,Delhi,NORTH DELHI,01123966021; 01123966022; 01123966023; 01123966024
"Kasturba Hospital Blood Bank, Daryaganj",28.6492143,77.2373334,blood_bank,Delhi,CENTRAL DELHI,01123282915extension202
Northern Railway Central Hospital Blood Bank,28.636617,77.2173697,blood_bank,Delhi,NEW DELHI,01123747989; 01123744150; 01123744170
Delhi Heart and Lung Institute Blood Bank,28.6417112,77.2053896,blood_bank,Delhi,NORTH WEST DELHI,01142999999; 01142988899; 01123538351
Sir Ganga Ram Hospital Blood Bank,28.638201,77.1893054,blood_bank,,,
Blood Bank Organisation,28.6425157,77.1817472,blood_bank,Delhi,WEST DELHI,1125721870
Dr. B. L. Kapoor Memorial Hospital Blood Bank,28.6434861,77.1795881,blood_bank,Delhi,WEST DELHI,01130653095; 01130653926
Cancer Institute Hospital's Blood Bank,13.0085366,80.2484237,blood_bank,Tamil Nadu,Chennai,04422209150; 04424910754; 04422350241
"Medical college & Hospital Blood Bank, Rajnandgaon",21.0861309,81.03047,blood_bank,Chhattisgarh,RAJNANDGAON,
Durg District Hospital Blood Bank,21.1874054,81.2793137,blood_bank,Chhattisgarh,DURG,7882219888
Chandulal Chandraker Memorial (C.C.M.) Medical College Blood Bank,21.2516145,81.3384122,blood_bank,Chhattisgarh,DURG,7886006061
B.S.R. Cancer Hospital,21.2162878,81.3233699,blood_bank,Chhattisgarh,DURG,7884085100
J.L.N Hospital & Research Center Blood Bank,21.1880182,81.3145267,blood_bank,Chhattisgarh,DURG,7882856020
Indian Red Cross Society Blood Bank - Raipur,21.2456605,81.6444873,blood_bank,Chhattisgarh,RAIPUR,7712880111
Aarthi Hospital Blood Bank,9.1745744,77.8663167,blood_bank,Tamil Nadu,Thoothukudi (TUTICORIN),4362223346
M/s. Sai Aadhar Hospital Blood Bank,16.3252259,75.2893992,blood_bank,Karnataka,BAGALKOT,8350282100
Dispur Blood Bank,26.1496203,91.7872833,blood_bank,Assam,KAMRUP,0825399124(ext222)
Ghanshyam Pathlology Laboratory and Blood Bank,22.5565448,72.9639119,blood_bank,Gujarat,ANAND,02692252744; 02692252667
SDS Global Super Speciality Hospital's Blood Bank,29.0673729,77.7093706,blood_bank,Uttar Pradesh,MEERUT,
Voluntary Blood Bank,10.7872747,79.1316126,blood_bank,Tamil Nadu,THANJAVUR,
Himalayan Institute Trust Blood Bank,30.1929219,78.165143,blood_bank,Uttarakhand,DEHRADUN,1352471455
Sinha Blood Bank Muzaffarpur,26.1261572,85.3750321,blood_bank,Bihar,MUZAFFARPUR,+91 6212216140
Darbhanga Medical College and Hospital (DMCH) Regional Blood Bank,26.133544,85.8990794,blood_bank,Bihar,DARBHANGA,+91 6272233092
Oil India Limited Hospital Blood Bank,27.3590638,95.3235117,blood_bank,Assam,DIBRUGARH,3742806356
"Padmashri Dr. Vithalrao Vikhe Patil Foundation, Ahmednagar Medical College Hospital Blood Bank",19.1786187,74.6998865,blood_bank,Maharashtra,AHMEDNAGAR,02412778042(Exte-449)
Mata Gujri Memorial (MGM) Blood Bank,26.1023586,87.9700962,blood_bank,Bihar,KISHANGANJ,+91 6456223475
Yashwantrao Chavan Blood Bank,17.2758767,74.1817193,blood_bank,Maharashtra,SATARA,2164228122
"Malkhan Singh, District Hospital Blood Bank",27.8893603,78.0709586,blood_bank,Uttar Pradesh,ALIGARH,5712523338
Leo Hospital's Blood Bank,11.6045903,76.0853031,blood_bank,Kerala,Wayanad,+91-4936202550; +91-4936202711
Tellichery Co-operative Hospital ambulance station,11.7642052,75.4796657,blood_bank,Kerala,KANNUR,+91 490 232 5306
Mounesh Hospital's The Jhamkandi Blood Bank,16.5062107,75.2887876,blood_bank,Karnataka,BAGALKOT,835322357
Chiranjeevi Blood Bank,15.273505,76.3782265,blood_bank,Karnataka,BELLARY,839262275
Smt. Vasantidevi Baldota Blood Bank,15.2598207,76.3793537,blood_bank,Karnataka,BELLARY,839231901
M/s. Kanachur Hospital & Research Centre Blood Bank,12.8035443,74.8981574,blood_bank,Karnataka,DAKSHINA KANNADA,8242202982
K. V. G Medical College Hospital Blood Bank,12.5530241,75.3844164,blood_bank,Karnataka,DAKSHINA KANNADA,824230326
General Hospital Blood Bank Puttur,12.7585658,75.2003552,blood_bank,Karnataka,DAKSHINA KANNADA,8251238258
Rotary Campco Blood Bank,12.7607396,75.1989752,blood_bank,Karnataka,DAKSHINA KANNADA,824234242
Jyothi Hospital Blood Bank - Belthangady,12.9912342,75.2884778,blood_bank,Karnataka,DAKSHINA KANNADA,8256233939
Mallegowda District Hospital Blood Bank,13.3139419,75.774482,blood_bank,Karnataka,CHIKKAMAGALURU,8262238083
Sharada Dhanvantari Charitable Hospital Blood Bank,13.4288459,75.2542327,blood_bank,Karnataka,CHIKKAMAGALURU,826220175
McGann Hospital Blood Bank,13.9353636,75.5626211,blood_bank,Karnataka,SHIVAMOGGA,8182222412
Red Cross Sanjeevini Blood Bank,13.9338368,75.5717888,blood_bank,Karnataka,SHIVAMOGGA,8182228855
Shivamogga Mid Town Rotary Charity Foundation Blood Bank,13.9464214,75.5782087,blood_bank,Karnataka,SHIVAMOGGA,8182274333
Subbaiah Medical College Blood Bank,13.9328879,75.6166434,blood_bank,Karnataka,SHIVAMOGGA,8182277505
VISL Hospital Blood Bank,13.8304067,75.690496,blood_bank,Karnataka,SHIVAMOGGA,8182271620
Bapuji Educational Association S. S. Institute of Medical Sciences and Research Hospital Blood Bank,14.4319969,75.941585,blood_bank,Karnataka,DAVANGERE,8192266016
Chigateri District Hospital Blood Bank,14.4570725,75.9158465,blood_bank,Karnataka,DAVANGERE,8192272085
Davangere Blood Bank,14.459212,75.9151237,blood_bank,Karnataka,DAVANGERE,8192236655
Karnataka Hemophillia Society Life Line Blood Bank,14.4578335,75.9028311,blood_bank,Karnataka,DAVANGERE,8192231948
Yenepoya Medical College Blood Bank,12.8114456,74.8815264,blood_bank,Karnataka,DAKSHINA KANNADA,8242204668
A. J. Hospital and Research Centre Blood Bank,12.8987795,74.846368,blood_bank,Karnataka,DAKSHINA KANNADA,8242225535
The District Surgeon - Wenlock District Hospital Blood Bank,12.8671822,74.8429991,blood_bank,Karnataka,DAKSHINA KANNADA,8242413205
KMC University Medical Centre Blood Bank,12.8700612,74.8443402,blood_bank,Karnataka,DAKSHINA KANNADA,08242444590(Extn.5059)
M/s. Tejasvini Hospital Lions Blood Bank,12.8804104,74.8537347,blood_bank,Karnataka,DAKSHINA KANNADA,8242225994
City Hospital Research and Diagnostic Centre Blood Bank,12.8795476,74.8531084,blood_bank,Karnataka,DAKSHINA KANNADA,824221790
Fr. Mullers Charitable Instituitions Blood Bank,12.866182,74.8599038,blood_bank,Karnataka,DAKSHINA KANNADA,8242238126
M/s. Suchirayu Healthcare Limited Blood Bank,15.352741,75.1244219,blood_bank,Karnataka,DHARWAD,8362239000
Life Line 24x7 Blood Bank,15.351127,75.116795,blood_bank,Karnataka,DHARWAD,8362330000
"Air Force Hospital Blood Bank, Maharajganj",26.7590511,83.4208658,blood_bank,Uttar Pradesh,GORAKHPUR,5512272381
Bapuji Hospital Blood Bank,14.4552563,75.9170589,blood_bank,Karnataka,DAVANGERE,8192253850
Bhathinda Civil Hospital Blood Bank,30.195009,74.9495666,blood_bank,Punjab,BATHINDA,1642240208
District Hospital Blood Bank Dharwad,15.4646788,75.0096515,blood_bank,Karnataka,DHARWAD,8362747747
Mahatama Gandhi National Institute of Medical Sciences (MGNIMS) Blood Bank,26.7698118,75.8545232,blood_bank,Rajasthan,JAIPUR,01412771777; ext109/110; 01412770900
SDM College of Medical Sciences and Hospital Blood Bank,15.4183913,75.0501984,blood_bank,Karnataka,DHARWAD,8362477262
ESI Hospital Blood Bank,11.0093009,77.0244035,blood_bank,Tamil Nadu,COIMBATORE,4222300871
Kovai Medical Centre and Hospital Blood Bank,11.0424465,77.040368,blood_bank,Tamil Nadu,COIMBATORE,4224323800
Revathy Medical Centre Blood Bank,11.1201754,77.3291548,blood_bank,Tamil Nadu,TIRUPPUR,4214332211
"Government Hospital Blood Bank, Gobichettipalayam",11.4564173,77.4288699,blood_bank,Tamil Nadu,ERODE,4285227153
Sri Ram Blood Bank,11.4559606,77.4298288,blood_bank,Tamil Nadu,ERODE,04285222596; 04285222224
IRT Perunthurai Medical College Hospital Blood Bank,11.281192,77.5675535,blood_bank,Tamil Nadu,ERODE,4294220910
Kongu Blood Bank,11.3406148,77.7159487,blood_bank,Tamil Nadu,ERODE,04242263537; 04242263536
Erode Blood Bank and Clinical Laboratory,11.3363025,77.7197608,blood_bank,Tamil Nadu,ERODE,4242253163
Lotus Blood Bank,11.3259011,77.7302738,blood_bank,Tamil Nadu,ERODE,4242282828
Karur Blood Bank,10.9637478,78.0690984,blood_bank,Tamil Nadu,KARUR,04324236177; 04324236188
"Government Head Quarters Hospital Blood Bank, karur",10.9623074,78.0804603,blood_bank,Tamil Nadu,KARUR,4324260197
"Government Hospital Blood Bank, Rasipuram",11.2165608,78.1683221,blood_bank,Tamil Nadu,NAMAKKAL,4287222878
Vinayaga Mission Kirubananda Variar Medical College Hospital Blood Bank,11.5847226,78.0642289,blood_bank,Tamil Nadu,SALEM,4273982000
S Palaniyandi Mudaliar Memorial Hospital Blood Bank,11.6612177,78.1920294,blood_bank,Tamil Nadu,SALEM,04272244500; 04272240394; 04272240395
Sri Shellapha Hospital Blood Bank,11.6597309,78.1548969,blood_bank,Tamil Nadu,SALEM,04272421266; 04272421277
Sithi Vinayagar Blood Bank,11.671191,78.1518593,blood_bank,Tamil Nadu,SALEM,04272312577; 04272316440
KSM Blood Bank (Run by Maruti Charitable Trust),11.6729208,78.144144,blood_bank,Tamil Nadu,SALEM,04272446788; 04272445453
Maruti Blood Bank,11.6723672,78.1360417,blood_bank,Tamil Nadu,SALEM,04272444962; 04274040110
Sri Gokulam Hospital Blood Bank,11.67271,78.1341447,blood_bank,Tamil Nadu,SALEM,04272448171; 04272448176
Minu Labs and Blood Bank,11.6754142,78.1314491,blood_bank,Tamil Nadu,SALEM,04272318881; 04272332425
Kurinji Hospital Blood Bank,11.6771688,78.135463,blood_bank,Tamil Nadu,SALEM,04272433321; 04272433300; 04272433301; 04272433302
Dharmapuri Medical College Hospital Blood Bank,12.1230018,78.1568322,blood_bank,Tamil Nadu,DHARMAPURI,4342231748
Ashok Blood Bank and Clinical Laboratory,12.1325583,78.1611311,blood_bank,Tamil Nadu,DHARMAPURI,4342260627
TCR Blood Bank ( Run by TCR hospital & Charitable Trust),12.508734,78.2237385,blood_bank,Tamil Nadu,KRISHNAGIRI,4343239393
Government Head Quarters Hospital Blood Bank - Tirupattur,12.4966622,78.5661158,blood_bank,Tamil Nadu,VELLORE,4179220080
Government Hospital Blood Bank - Viniyambadi,12.6767815,78.6156321,blood_bank,Tamil Nadu,VELLORE,4174225700
Bethesda Hospital Blood Bank,12.7774884,78.7200411,blood_bank,Tamil Nadu,VELLORE,4174242131
Government Hospital Blood Bank - Ambur,12.7866357,78.7168895,blood_bank,Tamil Nadu,VELLORE,4174244656
Government Hospital Blood Bank,12.9453137,78.8704768,blood_bank,Tamil Nadu,VELLORE,4171221100
Government Medical College Hospital Blood Bank,12.8446555,79.1371165,blood_bank,Tamil Nadu,VELLORE,4162263900
Sri Narayani Hospital and Research Centre Blood Bank,12.8709384,79.0900075,blood_bank,Tamil Nadu,VELLORE,04162206300; 04162271202; 04162271844; 04162271584
Masonic Blood Bank,12.9305537,79.1350184,blood_bank,Tamil Nadu,VELLORE,04162220717; 04162223024
Deen Dayal Hospital Blood Bank,13.1774113,79.8104167,blood_bank,Tamil Nadu,KANCHIPURAM,4427677700
"Government Head Quarters Hospital Blood Bank, Thiruvallur",13.1283138,79.9108688,blood_bank,Tamil Nadu,THIRUVALLUR,4427664849
Melmaruvathur Adiparasakthi Institute of Medical Sciences and Research Blood Bank,12.4348766,79.8141879,blood_bank,Tamil Nadu,VILLUPURAM,04427528302; 04427528303; 04427528304
Madurantakam Government Hospital Blood Bank,12.5094187,79.8903774,blood_bank,Tamil Nadu,KANCHIPURAM,4427555216
Karpaga Vinayaga Institute of Medical Sciences Blood Bank,12.5928815,79.9113429,blood_bank,Tamil Nadu,KANCHIPURAM,04427566050; 04427598484
Chengalpattu Medical College Hospital Blood Bank,12.677789,79.980222,blood_bank,Tamil Nadu,KANCHIPURAM,04427431909; 04427431221
SRM Medical College Hospital Blood Bank,12.8231651,80.0491199,blood_bank,Tamil Nadu,KANCHIPURAM,04427455707; 04427455510
Shri Sathya Sai Medical College and Research Institute Blood Bank,12.7418184,80.1328048,blood_bank,Tamil Nadu,KANCHIPURAM,04427440700044; 27440346; 04427440347
Chettinad Hospital and Research Institute Blood Bank,12.7959565,80.2156422,blood_bank,Tamil Nadu,KANCHIPURAM,444741000
Government Kasthurbai Gandhi Hospital's Blood Bank,13.0595144,80.2784139,blood_bank,Tamil Nadu,Chennai,04428545123; 04428545001
Government Royapettah Hospital Blood Bank,13.054631,80.2647346,blood_bank,Tamil Nadu,CHENNAI,04428482611; 04428483053
Madras Medical Mission(Institute of Cardio Vascular Diseses),13.0859575,80.1872322,blood_bank,Tamil Nadu,CHENNAI,4426561801
Apollo Hospitals Blood Bank,13.0707245,80.1506683,blood_bank,Tamil Nadu,CHENNAI,4426533429
ACS General Hospital,13.0579741,80.1269402,blood_bank,Tamil Nadu,CHENNAI,04423782176; 04423782186; 04426802133
Sri Ramachandra Medical College and Research Institute Blood Bank,13.038846,80.1435041,blood_bank,Tamil Nadu,CHENNAI,04424768027; 04424768031; 04424768033; 04445928500
Muthukumaran Medical College Hospital and Research Institute,13.0181602,80.1090485,blood_bank,Tamil Nadu,CHENNAI,04466344000; 04424784000
Madha Medical College and Hospital Blood Bank,13.0044062,80.111948,blood_bank,Tamil Nadu,Chennai,4424780333
Hindu Mission Hospital Blood Bank,12.9238319,80.1140106,blood_bank,Tamil Nadu,CHENNAI,04422262244; Extn193
Sree Balaji General Hospital Blood Bank,12.9541764,80.138011,blood_bank,Tamil Nadu,CHENNAI,4.42E+20
Government Hospital Tambaram Blood Bank,12.9453895,80.1345496,blood_bank,Tamil Nadu,KANCHIPURAM,4422382400
Global Hospital's Blood Bank,12.8985245,80.2067587,blood_bank,Tamil Nadu,CHENNAI,4422777000
Rotary Central TTK Voluntary Health Services (Dr Raganathan Memorial Blood Bank),13.002237,80.2471366,blood_bank,Tamil Nadu,CHENNAI,04422541692; 04422542829
Fortis Malar Hospitals Limited Blood Bank,13.0102236,80.2586031,blood_bank,Tamil Nadu,CHENNAI,4442892222
Dhanvandri Blood Bank and Research Centre of Sreemahalakshmi Charitable Health Trust,13.0310538,80.2317193,blood_bank,Tamil Nadu,CHENNAI,04424310660; 04424310610
Vijaya Hospital Blood Bank - Chennai,13.0502308,80.2084136,blood_bank,Tamil Nadu,CHENNAI,04424881392; 04424842931; 04424802221; 04424802165;
ESIC Hospital And Occupational Diseases Centre's Blood Bank,13.0345384,80.2074333,blood_bank,Tamil Nadu,CHENNAI,4424893714
MIOT Hospital Blood Bank,13.0212412,80.1858991,blood_bank,Tamil Nadu,CHENNAI,04422492288; 04442002288
St Thomas Blood Bank and Research Centre St Thomas Hospital,13.0124024,80.1963698,blood_bank,Tamil Nadu,CHENNAI,4422319393
Government Hospital Blood Bank - Sivakasi,9.4606477,77.7865317,blood_bank,Tamil Nadu,VIRUDHUNAGAR,4562220301
Government Taluk Hospital Blood Bank,9.6765488,77.2401832,blood_bank,Tamil Nadu,THE NILGIRIS,4262261222
Government Theni Medical College Hospital Blood Bank,10.0063,77.553826,blood_bank,Tamil Nadu,THENI,4546294053
"Government Head Quarters Hospital Blood Bank, Madurai",9.9623625,77.7888921,blood_bank,Tamil Nadu,MADURAI,4552252185
Leonard Hospital Blood Bank,10.165778,77.7609032,blood_bank,Tamil Nadu,DINDIGUL,4543262670
"Government Head quarters Hospital Blood Bank, dindigul",10.3638835,77.9760003,blood_bank,Tamil Nadu,DINDIGUL,45112424600
Dindigul Blood Bank,10.3665147,77.9776331,blood_bank,Tamil Nadu,DINDIGUL,4512427143
Christian Fellowship Hospital Blood Bank,10.4879227,77.7520533,blood_bank,Tamil Nadu,DINDIGUL,04553241226; 04553241379
Christian Community Health Center and Hospital Blood Bank,10.545963,77.7256114,blood_bank,Tamil Nadu,DINDIGUL,4553249050
"Government Hospital Blood Bank, palani",10.448892,77.5166351,blood_bank,Tamil Nadu,DINDIGUL,4542248553
Ganga Hospital Blood Bank,11.0260479,76.9525404,blood_bank,Tamil Nadu,COIMBATORE,4.22E+20
Kongu Nadu Hospital Private Limited Blood Bank,11.0180648,76.9605535,blood_bank,Tamil Nadu,COIMBATORE,04224316000; 04222494303
Sheela Hospitals Blood Bank,11.0185071,76.9606581,blood_bank,Tamil Nadu,COIMBATORE,4224334500
The Coimbatore Bio Medical Services Blood Bank,11.0148584,76.9532673,blood_bank,Tamil Nadu,COIMBATORE,4222552297
Lions Club of Coimbatore Legend Blood Bank Research Centre,11.0058505,76.9509217,blood_bank,Tamil Nadu,COIMBATORE,04222477373; 04222470046
IMA Rotary Midtown Mahaveer Blood Bank,11.0061691,76.9605938,blood_bank,Tamil Nadu,COIMBATORE,04226513322; 04226563322; 04222471824
Coimbatore Medical College Hospital Blood Bank,10.9957164,76.9708277,blood_bank,Tamil Nadu,COIMBATORE,04222301393; 04222300871
G. Kuppusamy Naidu Memorial Hospital Blood Bank,11.0121785,76.9808096,blood_bank,Tamil Nadu,Coimbatore,04224305336;04222245000
Ramakrishna Hospital Blood Bank,11.0235982,76.9760245,blood_bank,Tamil Nadu,COIMBATORE,4224500000
Swaasam Blood Bank (Run by Any time Blood Voluntary Association),11.0242596,76.9843514,blood_bank,Tamil Nadu,COIMBATORE,
BGS Gleneagles Hospitals,12.9029457,77.497285,blood_bank,Karnataka,BENGALURU RURAL,8026255555
Rajarajeshwari Medical College Hospital Blood Bank,12.896344,77.4618825,blood_bank,Karnataka,BENGALURU URBAN,8065666768
"Medical College Hospital Blood Bank, Bellary",15.1569711,76.8975377,blood_bank,Karnataka,BELLARY,8392235356
Manipal Hospital Transfusion Services Blood Bank,12.9587377,77.6490927,blood_bank,Karnataka,BENGALURU URBAN,8025024357
Hindustan Aeronautics Limited - HAL Hospital Blood Bank,12.9627474,77.6655856,blood_bank,Karnataka,BENGALURU URBAN,8022314632
Sakra World Hospital Blood Bank,12.9323425,77.685214,blood_bank,Karnataka,BENGALURU URBAN,8049694916
Vydehi Institute of Medical Science Hospital Blood Bank,12.9756295,77.7293135,blood_bank,Karnataka,BENGALURU URBAN,8028410874
Sri Sathya Sai Institute of Higher Medical Sciences Blood Bank,12.9814332,77.7292129,blood_bank,Karnataka,BENGALURU URBAN,08028411500; 08028004600
