name,lat,lng,type,state,district,operator
IndusInd Bank,12.9136456,77.6073952,atm,,,IndusInd Bank
State Bank of India,28.4947338,77.189361,atm,,,State Bank of India
State Bank of India,25.5124799,83.8940971,atm,,,State Bank of India
Hdfc bank,33.7266828,75.1518544,atm,,,
Jk Bank,33.7252503,75.1527309,atm,,,
Federal Bank ATM,9.9350347,76.2641343,atm,,,Federal Bank ATM
State Bank of India,9.9355941,76.2612355,atm,,,State Bank of India
SBI ATM,19.4637952,72.8037349,atm,,,
ICICI Bank ATM,19.4636443,72.8043944,atm,,,
Ujjwal Small Finance,19.4671175,72.8013512,atm,,,
State Bank of India,28.6258863,77.213853,atm,,,State Bank of India
SBI,27.2901844,88.5920227,atm,,,
State Bank of India,12.9299385,77.4870761,atm,,,State Bank of India
ICICI Bank,12.928684,77.4868389,atm,,,ICICI Bank
HDFC Bank,19.2363478,72.9704052,atm,,,HDFC Bank
Kotak Mahindra Bank,28.6442912,77.2402261,atm,,,Kotak Mahindra Bank
IDFC First Bank,28.6481177,77.2403279,atm,,,IDFC First Bank
Axis Bank Limited,28.7117643,77.1624115,atm,,,Axis Bank Limited
Indian Overseas Bank ATM,8.725905,77.6643884,atm,,,Indian Overseas Bank
Axis Bank,12.9261822,77.4856678,atm,,,Axis Bank
Dhanalakshmi Bank,10.0461121,76.2963678,atm,,,Dhanalakshmi Bank
ATM,28.6309721,77.3060274,atm,,,
Canara Bank,18.6098597,73.9111412,atm,,,Canara Bank
State Bank of India,18.6097843,73.9110964,atm,,,State Bank of India
ICICI Bank,18.609825,73.9111222,atm,,,ICICI Bank
DCB Bank,18.6097798,73.9113777,atm,,,DCB Bank
Canara Bank,28.6348369,77.219416,atm,,,Canara Bank
ICICI Bank,28.6324371,77.2808477,atm,,,ICICI Bank
Karur Vysya Bank,11.7663374,79.7444464,atm,,,Karur Vysya Bank
HDFC Bank,11.7660701,79.744962,atm,,,HDFC Bank
ICICI Bank,28.6315961,77.2230605,atm,,,ICICI Bank
ATM,12.9899666,77.5745326,atm,,,
State Bank of India,27.4863246,96.2045746,atm,,,State Bank of India
ATM,12.9669962,77.6140576,atm,,,
Canara Bank,12.9815652,77.5974494,atm,,,Canara Bank
ATM,28.6167874,77.3179655,atm,,,
State Bank of India,28.6282773,77.2454216,atm,,,State Bank of India
Tamilnad Mercantile Bank Limited,8.8041883,78.1207011,atm,,,Tamilnad Mercantile Bank Limited
ATM,28.6197614,77.3146467,atm,,,
Bank of Baroda,29.2049954,79.5061819,atm,,,Bank of Baroda
Indian Post,29.2164134,79.5297293,atm,,,Indian Post
Federal Bank,9.8810576,76.5788265,atm,,,Federal Bank
Federal Bank,9.9791688,76.2760182,atm,,,Federal Bank
State Bank of India,11.6050819,79.5069291,atm,,,State Bank of India
Canara Bank,11.0004761,76.9736382,atm,,,Canara Bank
State Bank of India,8.7127288,77.7668112,atm,,,State Bank of India
STATE BANK OF INDIA,10.7773698,76.4308814,atm,,,STATE BANK OF INDIA
Kotak Mahindra Bank,28.6187285,77.0319119,atm,,,Kotak Mahindra Bank
Punjab National Bank,28.6186791,77.0319113,atm,,,Punjab National Bank
Canara Bank,12.3924703,75.0982874,atm,,,
State Bank of India,9.6182017,76.5329701,atm,,,State Bank of India
ATM,9.8766022,76.4875346,atm,,,
Indian Overseas Bank,8.7297928,77.7099655,atm,,,Indian Overseas Bank
state bank of india atm,8.8122434,76.6692254,atm,,,state bank of india atm
Federal Bank,9.6476278,76.5480784,atm,,,Federal Bank
Canara bank atm,9.6902635,76.554266,atm,,,Canara Bank
SBI atm,9.6667716,76.5544843,atm,,,State Bank of India
SIB,9.4092661,76.5567711,atm,,,
Union Bank atm,9.8519289,76.3852998,atm,,,Union Bank of India
Federal Bank atm,9.7551118,76.500593,atm,,,
State Bank of India,11.533198,79.3165511,atm,,,State Bank of India
Canara Bank,11.612889,79.5072679,atm,,,Canara Bank
State Bank of India,12.938169,77.6992075,atm,,,State Bank of India
ESAF Small Finance Bank,10.9958373,76.9778587,atm,,,ESAF Small Finance Bank
SOUTH INDIAN BANK,9.1523835,76.7354773,atm,,,SOUTH INDIAN BANK
IndusInd ATM,9.1550038,76.7317278,atm,,,IndusInd ATM
Catholic Syrian Bank ATM,9.1513745,76.7352452,atm,,,Catholic Syrian Bank ATM
Kerala Gramin Bank ATM,9.1533407,76.7351746,atm,,,Kerala Gramin Bank ATM
Axis Bank,11.0385185,76.2614691,atm,,,Axis Bank
State Bank of India,12.9721987,77.6976091,atm,,,State Bank of India
Kotak Mahindra Bank ATM,12.9721987,77.6979077,atm,,,Kotak Mahindra Bank ATM
HDFC Bank,11.6197947,92.7130367,atm,,,HDFC Bank
State Bank of India,11.6462891,92.7311976,atm,,,State Bank of India
Indian Overseas Bank,11.4962633,77.3063964,atm,,,Indian Overseas Bank
ATM,29.3820183,79.5284289,atm,,,
State Bank of India,19.2290239,72.9803887,atm,,,State Bank of India
State Bank of India,17.9961394,79.6079733,atm,,,State Bank of India
ATM,17.9998492,79.6105265,atm,,,
india 1 atm,18.873109,79.426533,atm,,,india 1 atm
ATM,29.9691142,76.8422528,atm,,,
State Bank of India,11.6190531,79.5064468,atm,,,State Bank of India
Kerala Gramin Bank,11.401377,76.2534839,atm,,,Kerala Gramin Bank
Canara Bank,10.1898235,76.3906729,atm,,,Canara Bank
ATM,17.4722547,78.5502032,atm,,,
South Indian Bank,9.4637206,76.636405,atm,,,South Indian Bank
Central Bank of India,16.178999,80.741519,atm,,,Central Bank of India
South Indian Bank,12.1793565,75.1895491,atm,,,South Indian Bank
IDBI Bank,25.8416908,93.4382711,atm,,,IDBI Bank
State Bank of India,25.8379963,93.4346491,atm,,,State Bank of India
State Bank of India,25.8370925,93.4325827,atm,,,State Bank of India
HDFC Bank,12.502829,80.1548455,atm,,,HDFC Bank
Bank of India,11.5541853,79.5504288,atm,,,Bank of India
IDFC First Bank,12.9583022,77.5260811,atm,,,IDFC First Bank
Axis Bank,12.9614543,77.5045383,atm,,,Axis Bank
IOB Insta ATM,11.931506,79.8065002,atm,,,Indian Overseas Bank
State Bank of India,9.9395134,77.0298241,atm,,,State Bank of India
State Bank of India,9.883537,76.6441643,atm,,,State Bank of India
ATM,9.9113121,76.6992899,atm,,,
Bank of Baroda,22.5898012,88.3926643,atm,,,Bank of Baroda
IDBI Bank,22.5724911,88.3896174,atm,,,IDBI Bank
State Bank of India,22.6936274,75.868697,atm,,,State Bank of India
State Bank of India,25.2990323,91.581828,atm,,,State Bank of India
South Indian Bank,10.0120127,76.2896963,atm,,,South Indian Bank
Punjab National Bank,10.8744439,76.4425686,atm,,,Punjab National Bank
HDFC Bank,28.560481,77.1992856,atm,,,HDFC Bank
Axis Bank,28.5603538,77.1997409,atm,,,Axis Bank
ATM,10.7727116,76.4246791,atm,,,
State Bank of India,10.9065293,76.4128397,atm,,,State Bank of India
HDFC Bank,10.8708121,76.4686332,atm,,,HDFC Bank
ATM,10.7670658,76.4068924,atm,,,
Axis Bank,28.6214552,77.2846683,atm,,,Axis Bank
HDFC Bank,28.6232918,77.2844608,atm,,,HDFC Bank
Federal Bank,8.7264873,77.7316487,atm,,,Federal Bank
State Bank of India ATM,22.1751469,88.4203288,atm,,,State Bank of India
State Bank of India,22.4689477,88.4042388,atm,,,State Bank of India
Axis Bank ATM,22.1707599,88.4163976,atm,,,Axis Bank
State Bank of India ATM,22.1711302,88.4171274,atm,,,State Bank of India
Kotak Mahindra Bank,22.6981239,75.8644816,atm,,,Kotak Mahindra Bank
Union Bank,25.3176865,83.0502106,atm,,,Union Bank
Federal Bank,9.2226376,76.6786332,atm,,,Federal Bank
Central Bank of India,28.5510142,77.2343004,atm,,,Central Bank of India
HDFC Bank,30.3595418,76.8316503,atm,,,HDFC Bank
Canara Bank,11.6118789,79.4877643,atm,,,Canara Bank
Karur Vysya Bank,11.6118784,79.4876891,atm,,,Karur Vysya Bank
State Bank of India,11.6059822,79.4819931,atm,,,State Bank of India
State Bank of India,11.9891588,75.3880186,atm,,,State Bank of India
Kerala Bank,11.9855688,75.3769076,atm,,,Kerala Bank
Union Bank of India,12.3196913,75.0873795,atm,,,Union Bank of India
Canara Bank,12.3211841,75.0871268,atm,,,Canara Bank
Tamilnadu Merkatail Limited,12.3221333,75.086877,atm,,,Tamilnadu Merkatail Limited
CSB Bank,9.2236617,76.6785594,atm,,,CSB Bank
State Bank of India,27.3832117,79.5847798,atm,,,State Bank of India
Canara Bank,12.5093697,75.0550328,atm,,,Canara Bank
State Bank of India,9.2251466,76.673475,atm,,,State Bank of India
IDBI Bank,12.4804109,75.0580779,atm,,,IDBI Bank
India Post Payments Bank,28.5210139,77.1821813,atm,,,India Post Payments Bank
Canara Bank,28.522186,77.1819611,atm,,,Canara Bank
ATM,15.5629012,73.7668263,atm,,,
Canara Bank,28.653231,77.1561147,atm,,,Canara Bank
INDICASH,26.3332376,73.6837611,atm,,,INDICASH
ATM - Kerala Gramin Bank,12.4102184,75.093192,atm,,,
State Bank of India,28.5355254,77.3967982,atm,,,State Bank of India
State Bank of India,22.5881594,88.3921226,atm,,,State Bank of India
Axis Bank,22.5804309,88.3894277,atm,,,Axis Bank
ATM,8.9649114,76.6186876,atm,,,
ICICI Bank,28.6249123,77.2907832,atm,,,ICICI Bank
Federal Bank,9.7005999,76.7265162,atm,,,Federal Bank
State Bank of India,9.7023932,76.7236302,atm,,,State Bank of India
HDFC Bank,10.7974346,76.7432298,atm,,,HDFC Bank
State Bank of India,22.5604425,88.4935359,atm,,,State Bank of India
State Bank of India,10.7259746,76.3975791,atm,,,State Bank of India
State Bank of India,10.3885963,79.8487509,atm,,,State Bank of India
State Bank of India,12.3910477,75.0414322,atm,,,State Bank of India
Federal Bank,12.4222009,75.0218859,atm,,,Federal Bank
Canara Bank,12.4221782,75.0224465,atm,,,Canara Bank
South Indian Bank,12.4223699,75.0227883,atm,,,South Indian Bank
South Indian Bank,12.5069827,74.9935504,atm,,,South Indian Bank
Canara Bank,12.3379519,75.1062913,atm,,,Canara Bank
pnb bank,22.5923131,88.4007892,atm,,,pnb bank
HDFC Bank,17.4161363,78.449655,atm,,,HDFC Bank
Bank of Baroda,22.6361973,88.410315,atm,,,Bank of Baroda
HDFC Bank,22.635755,88.4101397,atm,,,HDFC Bank
State Bank of India,22.6360503,88.4109575,atm,,,State Bank of India
State Bank of India,11.3001512,76.9416305,atm,TN,coimbatore,State Bank of India
ATM,10.7970812,76.7399854,atm,,,ATM
ATM,10.7966628,76.7385317,atm,,,
ICICI Bank,22.5677143,88.356535,atm,,,ICICI Bank
ATM,10.7971877,76.7402392,atm,,,
ATM,10.7970553,76.7399033,atm,,,
ATM,10.7988871,76.7784141,atm,,,
Indian Overseas Bank,11.232652,76.9004962,atm,,,Indian Overseas Bank
ATM,10.7956889,76.7365408,atm,,,
ATM,10.7963074,76.7378581,atm,,,
ATM,32.8108179,75.5495798,atm,,,
Canara Bank,12.6134295,77.0664096,atm,,,Canara Bank
State Bank of India,12.590659,77.0463708,atm,,,State Bank of India
Axis Bank,12.5889915,77.0449264,atm,,,Axis Bank
HDFC Bank,28.6239377,77.2945533,atm,,,HDFC Bank
AU Small Finance Bank,28.6239613,77.2945478,atm,,,AU Small Finance Bank
ATM,28.6360865,77.2854735,atm,,,
ATM,28.6626203,77.2861717,atm,,,
Axis Bank,22.9767643,72.6209643,atm,,,Axis Bank
ATM,10.7967204,76.7491395,atm,,,
ATM,10.7983711,76.7609345,atm,,,
Federal Bank,10.7781312,76.7108539,atm,,,Federal Bank
ATM,10.7908074,76.7224679,atm,,,
ATM,10.8048273,76.7282038,atm,,,
ATM,10.7782366,76.7110102,atm,,,
Punjab National Bank ATM,22.1747764,88.4198764,atm,,,Punjab National Bank
Axis Bank ATM,22.1750321,88.4205929,atm,,,Axis Bank
State Bank of India ATM,22.1699855,88.4179839,atm,,,State Bank of India
Punjab National Bank ATM,22.1719377,88.4217337,atm,,,Punjab National Bank
ICICI Bank ATM,22.1804728,88.4257892,atm,,,ICICI Bank
Bank of India ATM,22.1714283,88.4176612,atm,,,Bank of India
Union Bank of India,29.2273322,79.4207443,atm,,,Union Bank of India
ICICI Bank,28.6240924,77.2945394,atm,,,ICICI Bank
Axis Bank,28.623999,77.2946083,atm,,,Axis Bank
Atm,9.4670029,76.4943156,atm,,,
Union Bank,13.1944144,74.9718718,atm,,,Union Bank
ATM,9.3267243,76.9671145,atm,,,
Canara Bank,8.5199165,78.1167199,atm,,,Canara Bank
Canara Bank,8.508998,78.1178813,atm,,,Canara Bank
ICICI Bank,8.5193793,78.116663,atm,,,ICICI Bank
State Bank of India,9.0641834,76.5549785,atm,,,State Bank of India
State Bank of India,21.1241285,79.0517445,atm,,,State Bank of India
Canara Bank,21.1238387,79.0515209,atm,,,Canara Bank
Punjab National Bank,30.7348549,76.7789088,atm,,,Punjab National Bank
Canara Bank,8.7428755,78.048196,atm,,,Canara Bank
State Bank of India,8.7103357,77.589039,atm,,,State Bank of India
Canara Bank,32.5714275,77.0295775,atm,,,Canara Bank
Canara Bank,8.7134088,77.773552,atm,,,Canara Bank
Canara Bank,8.7141835,77.7640164,atm,,,Canara Bank
Kerala Bank,12.1058435,75.2097765,atm,,,
Punjab National Bank,16.2391609,80.6372042,atm,,,Punjab National Bank
State Bank of India,23.3497143,85.3097388,atm,,,State Bank of India
Bank of India E Gallery,26.254926,88.1812266,atm,,,Bank of India
Bank of India,23.8270623,86.4967919,atm,,,Bank of India
State Bank of India,23.819832,86.4685463,atm,,,State Bank of India
State Bank of India ATM,17.7489455,83.219232,atm,,,State Bank of India ATM
State Bank of India,23.8139363,86.4612287,atm,,,State Bank of India
Punjab National Bank,23.8128488,86.4595714,atm,,,Punjab National Bank
ICICI Bank,23.8114379,86.4532102,atm,,,ICICI Bank
Union Bank of India,23.8112352,86.4524933,atm,,,Union Bank of India
State Bank of India,23.8114282,86.4476081,atm,,,State Bank of India
ATM,12.091362,75.1953173,atm,,,
South Indian Bank,12.0608917,75.1901307,atm,,,South Indian Bank
Kerala Gramin Bank,12.0601468,75.1899751,atm,,,Kerala Gramin Bank
Panchab Nathinal Bank,12.1110853,75.2194753,atm,,,
CSB Bank,12.1087244,75.2161132,atm,,,CSB Bank
South Indian Bank,12.1071338,75.2127135,atm,,,South Indian Bank
State Bank of India,12.1085631,75.2101714,atm,,,State Bank of India
State Bank of India,10.0752225,78.7794365,atm,,,State Bank of India
ATM,12.1095197,75.218446,atm,,,
ATM,12.1064336,75.2102713,atm,,,
ATM,28.6140616,77.3376193,atm,,,
India One,11.8818355,75.5071397,atm,,,India One
ATM,28.556621,77.2410377,atm,,,
State Bank of India,12.3247415,75.0875449,atm,,,State Bank of India
Kerala Gramin Bank,12.3247349,75.0867033,atm,,,Kerala Gramin Bank
Raiganj Central Co-Operative Bank,26.2574747,88.1846958,atm,,,
Axis Bank,12.5093589,75.052448,atm,,,Axis Bank
Sounth Indian Bank,12.5093401,75.0525494,atm,,,Sounth Indian Bank
ATM,28.6036207,77.3299634,atm,,,
ATM,28.6155268,77.337998,atm,,,
South Indian Bank,12.5151001,75.0240394,atm,,,South Indian Bank
Canara Bank,12.5151263,75.0239933,atm,,,Canara Bank
ATM,12.5459835,75.0709912,atm,,,
South Indian Bank,10.9317859,76.4730503,atm,,,South Indian Bank
IDBI BANK,12.5074736,74.9953194,atm,,,IDBI BANK
HITACHI,12.4292658,75.0721389,atm,,,HITACHI
Town Bank Atm,12.5014199,74.9870461,atm,,,Town Bank Atm
Kerala Gramin Bank,12.5889523,75.0731353,atm,,,Kerala Gramin Bank
State Bank of India,19.1485189,72.999676,atm,,,State Bank of India
State Bank of India,9.4675714,76.5685124,atm,,,State Bank of India
State Bank of India,12.9772578,77.6468383,atm,,,State Bank of India
Axis Bank,22.5615154,88.4899712,atm,,,Axis Bank
ATM,17.4685454,78.5457308,atm,,,
ICICI Bank,12.9035421,77.7041666,atm,,,ICICI Bank
SBI Customer Service Point,26.2569859,88.189512,atm,,,State Bank of India
HDFC Bank,19.1480414,72.994135,atm,,,HDFC Bank
State Bank of India,19.1474514,72.9957483,atm,,,State Bank of India
HDFC Bank,12.9834587,77.6073655,atm,,,HDFC Bank
HDFC Bank,23.811733,86.4560306,atm,,,HDFC Bank
Bank of Baroda,23.7884429,86.4205889,atm,,,Bank of Baroda
Union Bank of India,23.7876768,86.4188155,atm,,,Union Bank of India
Canara Bank,8.7168967,77.732581,atm,,,Canara Bank
State Bank of India,10.3244847,76.1437908,atm,,,State Bank of India
HDFC Bank,12.9362922,77.705201,atm,,,HDFC Bank
Bank of India,17.9884923,79.6021063,atm,,,Bank of India
HDFC Bank,28.5122658,77.0261506,atm,,,HDFC Bank
State Bank of India,12.9852752,77.5564539,atm,,,State Bank of India
ICICI Bank,13.0904759,80.2877737,atm,,,ICICI Bank
South Indian Bank,13.0900552,80.2877164,atm,,,South Indian Bank
Axis Bank,12.9381336,77.7466906,atm,,,Axis Bank
andhra bank atm,10.5243742,76.2066522,atm,,,andhra bank atm
ICICI Bank,28.636321,77.3694033,atm,,,ICICI Bank
Axis Bank,28.472767,77.0869019,atm,,,Axis Bank
Axis Bank,28.4724757,77.0893604,atm,,,Axis Bank
ICICI Bank,12.9604284,77.7180829,atm,,,ICICI Bank
Bank of India,17.3509112,78.4728996,atm,,,Bank of India
State Bank of India,18.6861138,83.6076439,atm,,,State Bank of India
ICICI Bank,17.5044669,78.3876252,atm,,,ICICI Bank
State Bank of India,17.5047685,78.3873957,atm,,,State Bank of India
HDFC Bank,17.5103805,78.3845183,atm,,,HDFC Bank
Axis Bank,17.5111246,78.3843611,atm,,,Axis Bank
State Bank of India,17.5267748,78.369418,atm,,,State Bank of India
Bank of India,17.5269117,78.3692745,atm,,,Bank of India
UCO Bank,31.7010731,76.1633882,atm,,,UCO Bank
Canara Bank,11.9682939,79.8382534,atm,,,Canara Bank
HDFC Bank,12.9686449,77.5749197,atm,,,HDFC Bank
ATM,21.7508064,70.6256545,atm,,,
ATM,31.4684527,76.2715253,atm,,,
State Bank of India,31.4684462,76.271488,atm,,,State Bank of India
State Bank of India,16.5163615,80.6764759,atm,,,State Bank of India
ATM,12.9911535,78.2393042,atm,,,
HDFC ATM,17.5193215,78.4350837,atm,,,HDFC ATM
ICICI Bank,17.5193573,78.435122,atm,,,ICICI Bank
SBM Bank ATM,26.2581147,88.1844858,atm,,,
India Post ATM,26.2590334,88.1856001,atm,,,
Axis Bank,12.9785921,80.1831365,atm,,,Axis Bank
Vijaya Bank,12.9751862,80.1834144,atm,,,Vijaya Bank
State Bank of India,11.4318111,78.1302988,atm,,,State Bank of India
IDFC First Bank,12.9586642,77.7015964,atm,,,IDFC First Bank
State Bank of India,17.9861927,79.6138006,atm,,,State Bank of India
HDFC Bank,17.980897,79.6076922,atm,,,HDFC Bank
State Bank of India,17.9805954,79.5988666,atm,,,State Bank of India
Bank of Baroda,17.3320559,78.5890402,atm,,,Bank of Baroda
State Bank of India,12.958822,77.7208001,atm,,,State Bank of India
ATM,18.5982119,73.7741954,atm,,,
HDFC Bank,17.5153941,78.4265864,atm,,,HDFC Bank
HDFC Bank,17.5170484,78.4270278,atm,,,HDFC Bank
Axis Bank,18.2950805,83.892998,atm,,,Axis Bank
State Bank of India,18.2949105,83.8967117,atm,,,State Bank of India
State Bank of India,25.1304615,75.84633,atm,,,State Bank of India
ATM,13.3861678,77.6998162,atm,,,
State Bank of India,17.0345778,81.7760544,atm,,,State Bank of India
HDFC,18.5961527,73.7719111,atm,,,HDFC
State Bank of India,17.1801344,81.692748,atm,,,State Bank of India
State Bank of India,12.8923074,77.6235762,atm,,,State Bank of India
Axis Bank,13.1311782,77.3591675,atm,,,Axis Bank
Karnataka Bank,15.2748465,76.3898281,atm,,,Karnataka Bank
Bank of Maharashtra,15.2734776,76.3910316,atm,,,Bank of Maharashtra
City Union Bank,8.7259314,77.6644606,atm,,,
Canara Bank,8.7219248,77.6581886,atm,,,Canara Bank
IDFC first bank,18.5870157,73.7804304,atm,,,IDFC first bank
HDFC Bank,26.264691,88.1847165,atm,,,HDFC Bank
State Bank Of India E Gallery,26.2579196,88.1842512,atm,,,
ATM,10.5334007,76.26232,atm,,,
HDFC Bank,12.9940421,77.7019634,atm,,,HDFC Bank
State Bank of India,23.8162661,86.4403631,atm,,,State Bank of India
ICICI Bank,28.4685492,77.0337642,atm,,,ICICI Bank
ATM,18.588348,73.7815708,atm,,,
Tamilnad Mercantile Bank ATM,8.7263211,77.6755542,atm,,,
ATM,29.2186005,79.5296801,atm,,,Nainital District Cooperative Bank Limited
Canara Bank ATM,8.6994958,77.7097136,atm,,,Canara Bank
ATM,9.6578164,76.337959,atm,,,
Canara Bank,9.648681,76.3366403,atm,,,Canara Bank
SBI,10.0769658,78.775705,atm,,,State Bank of India
State Bank of India,9.583958,77.9521166,atm,,,State Bank of India
ATM,9.58468,77.9550388,atm,,,
Canara Bank,27.0378673,88.2651033,atm,,,
Canara Bank,10.6816116,79.8486101,atm,,,Canara Bank
Indian Overseas Bank,10.6814943,79.8491609,atm,,,Indian Overseas Bank
State Bank of India,10.6817927,79.8477421,atm,,,State Bank of India
Canara bank,12.9214381,77.483471,atm,,,Canara Bank
State Bank of India,18.762001,79.483233,atm,,,State Bank of India
ATM,17.3211824,78.3985162,atm,,,
State Bank of India,10.236015,77.49351,atm,,,State Bank of India
Bank of Baroda,13.0593325,80.2427481,atm,,,Bank of Baroda
State Bank of India,28.5436893,77.1928031,atm,,,State Bank of India
State Bank of India,28.5436795,77.1928191,atm,,,State Bank of India
State Bank of India,28.543858,77.1932401,atm,,,State Bank of India
ATM,32.2272787,78.0685986,atm,,,
Union Bank of India,26.2587582,88.189898,atm,,,Union Bank of India
City Union Bank,13.0961756,80.2862653,atm,,,City Union Bank
IndusInd Bank,13.0896743,80.285344,atm,,,IndusInd Bank
Canara Bank,13.0896462,80.2853413,atm,,,Canara Bank
Central Bank of India,9.6867379,76.3395419,atm,,,Central Bank of India
State Bank of India,9.687557,76.3394212,atm,,,State Bank of India
State Bank of India,22.5766771,88.4346646,atm,,,State Bank of India
ESAF Small Finance Bank,9.6766968,76.3404533,atm,,,ESAF Small Finance Bank
City Union Bank,11.9397508,79.816654,atm,,,City Union Bank
CSB Bank,9.6871998,76.3417063,atm,,,CSB Bank
State Bank of India,9.6791615,76.3409721,atm,,,State Bank of India
Axis Bank,9.6790766,76.3409621,atm,,,Axis Bank
Bank of India,9.680712,76.3417088,atm,,,Bank of India
Union Bank of India,9.6830267,76.3418734,atm,,,Union Bank of India
Bank of Maharashtra ATM,19.1583995,72.9981507,atm,,,Bank of Maharashtra
State Bank of India,27.2520097,94.109902,atm,,,State Bank of India
State Bank of India,27.2353937,94.1055026,atm,,,State Bank of India
State Bank of India,20.0599235,78.956383,atm,,,State Bank of India
South Indian Bank,12.981074,77.6059774,atm,,,South Indian Bank
Canara Bank,12.9794922,77.6061321,atm,,,Canara Bank
ICICI Bank,12.9794328,77.6062662,atm,,,ICICI Bank
Kotak Mahindra Bank,13.0495713,77.6038451,atm,,,Kotak Mahindra Bank
India Post Payments Bank,28.5896726,77.2190508,atm,,,India Post Payments Bank
Federal Bank,9.7945422,76.3555322,atm,,,
Indian Bank,13.1251825,80.2016261,atm,,,Indian Bank
Axis Bank,13.123587,80.2015059,atm,,,Axis Bank
Indian Overseas Bank,13.1237761,80.2015027,atm,,,Indian Overseas Bank
Punjab National Bank,25.3900038,81.8634397,atm,,,Punjab National Bank
Kerala Bank,9.6715712,76.4092789,atm,,,Kerala Bank
State Bank of India,12.4591088,75.3218735,atm,,,State Bank of India
HDFC Bank,25.4016688,81.8693103,atm,,,HDFC Bank
State Bank of India,25.4017337,81.8693735,atm,,,State Bank of India
Fino Payments Bank,25.4007373,81.8680654,atm,,,Fino Payments Bank
Canara Bank,11.7439956,75.8794381,atm,,,Canara Bank
State Bank of India,11.7438068,75.8794335,atm,,,State Bank of India
Indian Bank,9.6835036,76.3391489,atm,,,Indian Bank
ATM,9.6783979,76.3766299,atm,,,
HDFC Bank,25.4020271,81.8697262,atm,,,HDFC Bank
City Union Bank,13.0319576,80.2421553,atm,,,City Union Bank
Axis Bank,12.9405717,77.6246062,atm,,,Axis Bank
RBL Bank,12.942267,77.6228332,atm,,,RBL Bank
HDFC Bank,12.9420232,77.6230093,atm,,,HDFC Bank
ICICI Bank,13.1026569,80.2905244,atm,,,ICICI Bank
State Bank of India,13.1026336,80.2905213,atm,,,State Bank of India
State Bank of India,13.1025752,80.2899089,atm,,,State Bank of India
State Bank of India,25.401167,81.8684867,atm,,,State Bank of India
State Bank of India,12.9478479,77.6066562,atm,,,State Bank of India
Indian Bank,12.9815678,77.6041512,atm,,,Indian Bank
J & K Bank,12.9804168,77.6043594,atm,,,J & K Bank
State Bank of India,12.9815781,77.6044787,atm,,,State Bank of India
Utkarsh Small Finance Bank,12.9398703,77.6252571,atm,,,Utkarsh Small Finance Bank
IndusInd Bank,12.9399297,77.6252027,atm,,,IndusInd Bank
ATM,28.5427605,77.1990022,atm,,,
State Bank of India,9.6606482,76.2991663,atm,,,State Bank of India
Federal Bank,9.661783,76.2991421,atm,,,Federal Bank
IndusInd Bank,25.6296312,85.1042266,atm,,,IndusInd Bank
State Bank of India,26.7537728,88.4399505,atm,,,State Bank of India
Axis Bank,27.0585772,88.251099,atm,,,
Union bank of India,26.5893333,74.8677829,atm,,,
Bandhan Bank,25.6285532,85.1044298,atm,,,Bandhan Bank
ICICI Bank,32.010441,77.3161808,atm,,,ICICI Bank
Kotak,18.590993,73.7529479,atm,,,Kotak
Axis Bank,25.6294642,85.1044209,atm,,,Axis Bank
IndiCash ATM,26.1617451,86.1014985,atm,,,
IndusInd Bank,18.5974816,73.7638371,atm,,,IndusInd Bank
Saraswat Bank,18.5973778,73.763958,atm,,,Saraswat Bank
ATM,18.5036002,80.0724734,atm,,,
ATM,12.8454834,77.7247491,atm,,,
Federal Bank,9.988127,76.252863,atm,,,Federal Bank
Federal Bank,10.2683258,76.3534916,atm,,,Federal Bank
Hitachi,20.0600296,78.9566384,atm,,,Hitachi
Canara Bank,20.0546673,78.9546091,atm,,,Canara Bank
Axis Bank,20.0546954,78.9548275,atm,,,Axis Bank
Bank of Maharashtra,20.0590134,78.951092,atm,,,Bank of Maharashtra
Indian bank,8.8252866,76.9153364,atm,,,Indian bank
fEDERAL BANK,8.8258464,76.921682,atm,,,fEDERAL BANK
State Bank ATM,8.5071049,76.9988046,atm,,,State Bank ATM
Bank of Baroda,22.6418755,88.4392325,atm,,,Bank of Baroda
IndiaATM,26.1513859,86.102939,atm,,,
ashraf,34.0999993,74.6005081,atm,,,
Punjab National Bank,10.6461066,76.5623098,atm,,,Punjab National Bank
State Bank of India,28.5591389,77.1964782,atm,,,State Bank of India
State Bank of India,28.5591406,77.1964598,atm,,,State Bank of India
SBI ATM,13.0996555,80.1707399,atm,,,State Bank of India
State Bank of India,13.0620285,77.5876772,atm,,,State Bank of India
ATM,12.9710152,80.1437383,atm,,,
Indian Bank,12.9350238,77.6302683,atm,,,Indian Bank
SBI Bank,17.4756889,78.3623182,atm,,,SBI Bank
IDFC First Bank,12.9383445,77.6259659,atm,,,IDFC First Bank
BOI,31.5440936,78.2699461,atm,,,BOI
HDFC Bank,31.5427629,78.2702175,atm,,,HDFC Bank
ICICI Bank,31.542847,78.2702211,atm,,,ICICI Bank
Union Bank of India,15.5502549,73.764524,atm,,,Union Bank of India
Indian Overseas Bank,8.6289123,77.6973884,atm,,,Indian Overseas Bank
State Bank of India,8.5139201,77.5569369,atm,,,State Bank of India
ATM,8.5135945,77.5572141,atm,,,
State Bank of India,27.4951461,95.3482873,atm,,,State Bank of India
Axis Bank,22.4427847,88.4271019,atm,,,Axis Bank
