name,lat,lng,type,state,district,phone
Chheda Nagar Police Station,19.0672141,72.9031566,police_station,,,+912225259663
Burud Galli Police Chowki,16.8630064,74.5643682,police_station,,,
Singhgarh Police Chauki,18.4637816,73.8154722,police_station,,,
Market Police Station,17.670196,75.9067369,police_station,,,
HP police checkpoint,32.9057134,77.5822944,police_station,,,
Police Station,17.6964874,73.9882768,police_station,,,
Modi Police Station,17.6590397,75.9005536,police_station,,,
abids police station,17.3889804,78.4761391,police_station,,,
Narayanaguda police station,17.3978573,78.4898195,police_station,,,
Khammam district jail,17.2866477,80.143858,police_station,,,
3 Town police station,17.2440178,80.1358919,police_station,,,
tarbahar police station,22.0703111,82.1604238,police_station,,,
MAHILA THANA,22.0809708,82.1496504,police_station,,,
Jagadevpur Police Station,17.7634077,78.8114319,police_station,,,
Police Station,10.7676099,76.2653711,police_station,,,
"Police Station, Ollur",10.4747716,76.2420443,police_station,,,
chaitra cafe,19.03502,73.1009651,police_station,,,+9190666227898
Police Station Pandhurna,21.5945351,78.5251411,police_station,,,
Navi Peth Police Station,17.6755729,75.8988912,police_station,,,
Akluj Polic Station,17.8893416,75.0230872,police_station,,,
Police Station,10.1512194,76.3383666,police_station,,,
Ajni Police Station,21.1230263,79.0974758,police_station,,,
Odhav police station (new building),23.0259396,72.6724978,police_station,,,
Airport Police Station,10.7588027,78.7077417,police_station,,,
Abids traffic police station,17.3889758,78.4761757,police_station,,,
Hulimavu Traffic Police Station,12.8565752,77.5889783,police_station,,,080 2294 3030
"Immigration Check Post, Sonauli",27.4719594,83.4656038,police_station,,,
Chennamanakere Achukattu Police Station,12.9301326,77.5606044,police_station,,,080 2294 3483
G4 Vandavasi north police station,12.5068712,79.6045373,police_station,,,+(91)4427272232
Ananthapur 3 Town Police Station,14.6944081,77.5981275,police_station,,,8554-275877
superitendent of police,12.8224828,79.6973133,police_station,,,+(91)4427272232
Walajabad police station,12.7937471,79.8162163,police_station,,,+(91)4427256044
c3 police station Manimangalam,12.9163861,80.0398418,police_station,,,+(91)4427178131
Police Station - Malkapur City,20.8887723,76.2055964,police_station,,,
Cheyur Police station,12.3517152,79.9975084,police_station,,,+(91)4427531124
sup,12.822712,79.6949704,police_station,,,
anna nagar police superitendent station,12.8237772,79.6974277,police_station,,,+(91)9952495164
Chengalpatu AwPolice Station,12.6971397,79.9771626,police_station,,,+91(044)– 27432101
Bellanduru Traffic Police Station,12.9217846,77.6616311,police_station,,,
Guduvancherry Police Station,12.8439226,80.0615864,police_station,,,+91 (044 )– 27465331
Baluchetty Chatram Police station,12.8768075,79.6160108,police_station,,,+91(044)27465331
Melmaruvathur Police Station,12.4316923,79.831919,police_station,,,044 – 27529241
Mathur Police Station,12.3828409,78.4125514,police_station,,,044 – 27537728
Otteri Police Station,13.0874523,80.2458786,police_station,,,044 – 22750987
Tilakwadi Police Station,15.8359392,74.5015214,police_station,,,080 2294 3346
Belgaum Rural Police Station,15.8326557,74.5122929,police_station,,,0831 240 5252
Camp Police Station,15.8548335,74.5042006,police_station,,,0831 240 5234
Athani Police Station,16.7267221,75.0602213,police_station,,,082892 51133
Khade Bazar Police Station,15.8574546,74.5137166,police_station,,,0831 240 5232
APMC Police Station,15.8839399,74.5086564,police_station,,,0831 240 5232
Udyambag Police Station,15.8149752,74.4912244,police_station,,,0831 240 5238
DDU Nagar Police station,21.2515488,81.5954033,police_station,,,+917712262501
Police Station,15.8396242,74.5096425,police_station,,,(91)-831-2405244
Palur Police station,12.7676644,79.9034914,police_station,,,044-27437100
Devaraja Police Station,12.3129194,76.6494717,police_station,,,0821-2418306
Police Station,12.308414,76.667319,police_station,,,0821-2418308
Udayagiri Police Station,12.3266904,76.6809447,police_station,,,0821-2418309
Mandi Police Station,12.3163407,76.6542216,police_station,,,0821-2418313
Ammapet B 6  Police Station,11.6530298,78.1617852,police_station,,,
Metagalli Police Station,12.3471406,76.630433,police_station,,,0821-2418315
Assistant Commissioner of Police Krishnaraja Division,12.2921389,76.6475938,police_station,,,8212418518
Ammapet B 6  Police Station,11.6590023,78.1816097,police_station,,,+91427-2262610
Annadanapatti B 4 Police Station,11.6424031,78.1404779,police_station,,,+91427-2270513
Attayampati C 1 Police Station,11.5313534,78.050867,police_station,,,+91427-2471230
Hastampatti B 7 Police Station,11.6778088,78.1645798,police_station,,,+91427-2412615
Bangarupalyam Police Station,13.1963861,78.9145584,police_station,,,+91 8573280233
Kannankurichi B 8 Police Station,11.6967465,78.1769759,police_station,,,+91427-2402660
Chandragiri Police Station,13.5888024,79.3175846,police_station,,,+91 8772289020
Chittoor 1 Town Police Station,13.2167629,79.1010473,police_station,,,+91944079707
Karipatti Police Station,9.6771157,78.1034294,police_station,,,+91427-2482235
Police Station Mandya West,12.5270292,76.8907645,police_station,,,9844771982
Kitchipalayam B 5 Police Station,11.6472529,78.1702578,police_station,,,
Gaangavaram Police Station,13.2195594,78.7354104,police_station,,,+9194407 96735
Gudipala Police Station,13.0925681,79.133443,police_station,,,+91 8572257733
Mallur Police Station,11.5452987,78.1428828,police_station,,,+91427-2422239
Basaralu Police Station,12.7057359,76.8172991,police_station,,,08232 276634
K V Palli Police Station,13.8069305,78.9027464,police_station,,,+91 8584282633
Palapatti B 10 Police Station,11.6699556,78.1394849,police_station,,,+91427-2443839
Police Station,12.7496431,78.3454026,police_station,,,+91 8570255133
Belakavadi Police Station,12.2565176,77.1224843,police_station,,,08232 240034
Madanapalli 1 Town Police Station,13.5561231,78.4969407,police_station,,,+91 8571222033
Madanapalli 2 Town Police Station,13.5579971,78.5090533,police_station,,,+91 8571222109
MR Palli Police Station,13.6105795,79.4189638,police_station,,,+91 8772289014
Panamarathupatti Police Station,11.5614945,78.1639663,police_station,,,+91427-2443839
Bellur Police Station,12.9814367,76.7357493,police_station,,,08232 287535
Nagiri Police Station,13.3207159,79.5854366,police_station,,,+91 8577235333
Narayanavanam Police Station,13.4235342,79.5884195,police_station,,,+91 8577221333
Piler Police Station,13.6553381,78.9357113,police_station,,,+91 8584244233
Police Control Room Police Station,11.6425701,78.1459515,police_station,,,+91427-2210002
J1 Police Station,13.4393831,79.5521821,police_station,,,+91 8577222333
Suramangalam Police Station,11.6708007,78.1168863,police_station,,,+91427-2447315
Shevapet B 2 Police Station,11.6514754,78.1522608,police_station,,,+91427-2211601
K M Doddi Police Station,12.4892432,77.0352446,police_station,,,08232 235332
Veeranam Police Station,11.6862224,78.2128652,police_station,,Salem,+91427-2240735
Rompicherlal Police Station,16.2096542,79.9087503,police_station,,,+91 8584288233
Women Ammapet W 2 Police Station,11.6590617,78.1818592,police_station,,,+91427-2263800
Tiruchanur Police Station,13.607804,79.4489953,police_station,,,+91 8772289015
Women Salem Town W 1 Police Station,11.654013,78.1601008,police_station,,,+91427-2264509
Tirupathi West Police Station,13.6348619,79.4153527,police_station,,,+91 8772289008
Maddur Police Station,12.5871514,77.0416988,police_station,,,8232232170
Tirupati Crime  Police Station,13.6335909,79.4135251,police_station,,,+91 8577289433
Tirupati Urban SP Office,13.6302056,79.4123393,police_station,,,+91 8576275533
SV University Police Station,13.6259378,79.4004217,police_station,,,+91 8577284433
Roza Police Station,17.3461141,76.8519503,police_station,,,8472263820
Annavarm Police Station,17.2848462,82.4057539,police_station,,,+91 8868238100
Anakapalli Police Station,17.6858653,82.9884187,police_station,,,+91 9440796084
Dudda Police Station,13.0861329,76.2047604,police_station,,,91-8172-223935
Gopalapatnam Police Station,17.7442772,83.2257172,police_station,,,+91 891 252 0933
Parawada Police Station,17.6296866,83.0909269,police_station,,,"+91 8933229533 ,+91 9440796082"
Police Station,15.1380929,76.9250859,police_station,,,91-8392-272022
Police station,15.1938514,76.6669981,police_station,,,91-8395-250100
Chodavaram Police Station,17.8257435,82.9386716,police_station,,,"+91 8932245033 , +91 9440796090"
Police Station,16.4150393,76.9291808,police_station,,,91-8531-260333
Butchiyyapeta Police Station,17.790529,82.8749406,police_station,,,"+91 8932222633 , +91 9440904211"
Karatagi Police Station,15.6006289,76.6580145,police_station,,,08533 275331
S Kota Police Station,18.1141818,83.138363,police_station,,,"+91 8936249833 , +91 9440904223"
Golugonda Police Station,17.679553,82.4681388,police_station,,,"+91 8932232433 , +91 9440904215"
Bommuru Police Station,17.0137329,81.8087082,police_station,,,"+91 8935251266 , +91 9440904228"
Kasimkota Police Station,17.6695914,82.9664591,police_station,,,"+91 8924220799 , +91 9440796088"
Urla Police station,21.3083942,81.6192122,police_station,,,
Amanaka Police station,21.2507507,81.5876752,police_station,,,
Tikrapara Police station,21.2206286,81.6415295,police_station,,,
police station s11,12.9254171,80.1128984,police_station,,,044 2345 2769
Somangalam police station,12.9459306,80.0355638,police_station,,,044 – 27178126
Kothakota Police Station,16.3633348,77.9452971,police_station,,,"+91 8933229533 , +91 9849900201"
thiroporur police station,12.7236799,80.1887292,police_station,,,044 – 27446221
Uthiranerur police station,12.6162879,79.7537657,police_station,,,044 – 27272232
Koyyuru Police Station,17.6485055,82.2213589,police_station,,,"+91 8937238433 , +91 9440904241"
Acirapakkam Police Station,12.403834,79.8174314,police_station,,,044 – 27522338
Sriperumbudur Police Station,12.9637993,79.9491741,police_station,,,+(91)4427162224
NKP Police Station,17.4089028,82.7161181,police_station,,,"+981 8931227433 , +91 9440796105"
Nangad Police Station,15.5761406,74.5693403,police_station,,,(91)-8336-236633
Police Station Ramadurg,15.9492587,75.2947994,police_station,,,+91 8335242333
Police Station Ghatpradha,16.1691875,74.8213498,police_station,,,+91 8312286233
Marihal Police Station,15.8814487,74.6641596,police_station,,,0831 2405239
Police Station Mudalagi,16.3374098,74.9641359,police_station,,,+91 8312251333
Bescom Vilagence Police Station,15.885045,74.5254564,police_station,,,081562 74304
Electronics City Traffic Police Station,12.8394292,77.661459,police_station,,,080 2294 3718
HAL Traffic Police Station,12.9583981,77.667597,police_station,,,080 2294 3115
Upparpet Traffic Police Station,12.9744833,77.5748342,police_station,,,080 2294 2665
Traffic Police Station,12.9724461,77.5386676,police_station,,,080 2294 2809
One town Police Station,14.6780743,77.6085018,police_station,,,"08554-274033 , 9440796805"
Cheyyar Police Station,12.6667419,79.540611,police_station,,,04182 224 644
J.J Nagar Police Booth (V3),13.0876952,80.1878894,police_station,,,N/A
Anna Nagar Police Station,9.9354414,78.1442838,police_station,,,"+(91)9952495164,"
D6 Police Station,12.7890654,80.0309867,police_station,,,044 2745 272
Police Station,12.432521,79.8317603,police_station,,,044 2752 9100
Orathi Police Station,12.3806752,79.6928343,police_station,,,044 – 27549938
Thalambur Police Station,12.8469006,80.2271771,police_station,,,044-27437100
Police Station,10.9875675,76.963933,police_station,,,
M.R palli Police Station,13.6158101,79.4168514,police_station,,,
Thalaghattapura Police Station,12.8689461,77.5362854,police_station,,,
Haveri Police Station,14.7929535,75.3965141,police_station,,,
Vehicle checking post,31.6035774,74.58166,police_station,,,
Police station,30.1281763,78.3225254,police_station,,,
Cerebtec Technologies pvt.ltd,9.9960152,76.2891741,police_station,,,
Digital Printer,21.1689912,72.8300864,police_station,,,00912612631253
Temple police station,9.2893241,79.3185256,police_station,,,
Police Station,12.9081741,77.6368327,police_station,,,
Sulav suchaloy,23.7850489,91.259853,police_station,,,
Police Station,28.2659235,95.6161074,police_station,,,
Hanspura/Dehgam naka police station,23.08872,72.686768,police_station,,,
Police Station,23.0724693,72.3634999,police_station,,,
Police Station -Malkapur Village,20.8869638,76.1914061,police_station,,,
Bidkin Police Station,19.705604,75.3024097,police_station,,,
Thozhuvanoor Desham,10.8938458,76.0569117,police_station,,,
City police line &  A divison police station,22.8132593,70.8358361,police_station,,,
Police Station,22.6757356,72.863415,police_station,,,
Help Booth,11.6187962,78.1446278,police_station,,,
Police Help Booth,11.6336943,78.1495015,police_station,,,
Annadhanapatti Police Station,11.6422125,78.1454129,police_station,,,
Byadarahalli Police Station,12.9867684,77.491253,police_station,,,
Police Station,30.7912162,76.5063113,police_station,,,
Police Station,11.454985,77.4270905,police_station,,,
Koraput police station,18.8131624,82.7115903,police_station,,,
City Kotwali,20.7078574,76.9945579,police_station,,,
Police Station,10.8266164,78.6946494,police_station,,,
West Police Station,9.5924531,77.9534737,police_station,,,
Crime branch,18.5449382,73.8448569,police_station,,,
"Police Station, Pookkoottumpadam",11.2431992,76.3053798,police_station,,,
Traffic Police Station,20.4483941,85.8973415,police_station,,,
Madhupatna Police Station,20.4486052,85.8973291,police_station,,,
Lalbhag Police Station,20.466397,85.8586259,police_station,,,
Athagarh Police Station,20.5216956,85.6295958,police_station,,,
Police Station,27.7922017,73.3422415,police_station,,,
Superintendent of police office,17.3286115,76.8383318,police_station,,,
Police Chowk,17.3420527,76.8377602,police_station,,,
"Police Station, Tanur",10.9784318,75.875805,police_station,,,
Police Chauki  Bangra,25.3121998,79.0033355,police_station,,,
Police Help Center,25.2603047,79.137982,police_station,,,
"Marine Police Station, Kanyakumari",8.0810373,77.5337547,police_station,,,
Gandhiganj police Chauki,25.2446262,79.1396328,police_station,,,
RPF Chauki,27.1576334,77.9902772,police_station,,,
Erode district check post,11.0528309,77.9221892,police_station,,,
POLICE STATION,30.9689991,74.9916861,police_station,,,
Police Help Center,25.3687331,78.8127749,police_station,,,
TSP Police Camp,10.7895835,78.6803313,police_station,,,
Gandhi Chowk Police Station,16.8412131,74.6372586,police_station,,,
Police station,9.9105636,78.1495967,police_station,,,
mauranipur Police Station,25.2468673,79.1368668,police_station,,,
Burha Police Outpost,26.4516961,91.7878252,police_station,,,
Ramgopalpet Police Station,17.4405614,78.4791247,police_station,,,
Police Station,14.7180824,76.7465676,police_station,,,
Reserve Police Lines jhansi,25.4475779,78.572412,police_station,,,
Police Post Sanjay Colony,28.4300428,77.2261104,police_station,,,+91-11-2665-2562;+91-11-2665-9611
Dhatir police station,28.1984677,77.2231949,police_station,,,
Police Station,19.2573838,72.8650937,police_station,,,
Police picket post,27.3483144,88.1917533,police_station,,,
Kaggalipura Police Station,12.8014297,77.5085132,police_station,,,
Police Station Sakrar,25.3496703,78.8915373,police_station,,,
Gujarat university police station,23.0347446,72.5405988,police_station,,,
Mirzapur City Kotwali,25.1495833,82.5681398,police_station,,,
Police Station,19.1695498,72.9591762,police_station,,,
Ahmedgarh,28.238216,78.132706,police_station,,,
Police Station,28.209348,78.248618,police_station,,,
Police Station,28.230671,78.189886,police_station,,,
Police Station,28.218636,78.225135,police_station,,,
Police Station,28.156526,78.61169,police_station,,,
Police Station,28.2380258,78.4438726,police_station,,,
Police Station,28.023001,79.129515,police_station,,,
Police Station,28.0355513,79.1365569,police_station,,,
Reserve Police,28.0256692,79.1300903,police_station,,,
Police Station,27.7093,78.73998,police_station,,,
Police Station,28.3081338,78.9364674,police_station,,,
Police Station,28.0228613,79.129325,police_station,,,
tajapur,27.355823,78.369129,police_station,,,
rajawli chawraha,27.33749,78.347701,police_station,,,
Police Station,27.271693,78.281078,police_station,,,
Rafiganj Police,24.8158926,84.631449,police_station,,,+91 9431822236
Viruthampattu police station,12.9534269,79.1414205,police_station,,,
Pallipuram Police Station,10.169685,76.1814648,police_station,,,
chhatri bagh police station,22.7100183,75.8464913,police_station,,,
annapurna police stand,22.6959031,75.8416431,police_station,,,
Police Station,22.5973616,75.6051108,police_station,,,
Gandhi Market Police Station,10.8161795,78.6944015,police_station,,,
Datia Police Lines,25.6466831,78.4607092,police_station,,,
Kotwali Jhansi city,25.4596874,78.5771042,police_station,,,
Kotwali City Tikamgarh,24.745105,78.8327338,police_station,,,
Police Parade ground,24.7553466,78.8296945,police_station,,,
Cuddalore old town station,11.7189488,79.7696453,police_station,,,
Police Station,26.7939541,80.9125252,police_station,,,
Amargarh chouki,26.4267771,76.6562052,police_station,,,
"City Palace,Karauli,Rajasthan",26.4963367,77.029795,police_station,,,
Police Station,26.727075,77.0298117,police_station,,,
"Police Station, Alathur",10.6472807,76.5381549,police_station,,,+914922222323
Arakkonam Town Police Station,13.0838611,79.6699654,police_station,,,
Police Station,30.8570343,77.7383434,police_station,,,
Kolar Police Station ,23.1701205,77.4165957,police_station,,,
Police Station,24.8526589,79.9231981,police_station,,,
Bidupur Thana,25.6432534,85.3333945,police_station,,,
Police Station ,23.2160954,77.4276641,police_station,,,
ShahPura Police Station ,23.1865101,77.4321822,police_station,,,
Police Station,19.1715844,72.956655,police_station,,,
Traffic Roundabout,28.9198133,79.9699247,police_station,,,
Maganpura Police Chowki,23.0805194,72.5785719,police_station,,,
Police Station,13.3083721,77.1482907,police_station,,,
Madannapet police station,17.3586406,78.5010532,police_station,,,
Hiramandalam Police Station,18.6739408,83.9497791,police_station,,,
Mahila Thana,23.2504034,77.4141613,police_station,,,
PHQ,23.2498836,77.4131788,police_station,,,
Nani Hills Police Station,13.3688849,77.6842015,police_station,,,
SubJail,9.2358669,76.5374721,police_station,,,
CircleInspectorOffice,9.2374159,76.5378978,police_station,,,
Traffic and DySp Office,9.1738296,76.5042613,police_station,,,
TraficPoliceOffice,9.1736264,76.5040988,police_station,,,
Warud Police Station ,21.4673146,78.2697699,police_station,,,
Saputara Police Station,20.5792511,73.7519774,police_station,,,
Yavatmal City Police Station,20.3903059,78.1325633,police_station,,,
Police Staion,28.4651874,77.0172873,police_station,,,
Sion (E) Police Station,19.0313226,72.8575876,police_station,,,
Police Station,14.7890926,75.9865093,police_station,,,
CISF barracks,12.4904347,80.1585715,police_station,,,
Police Station,10.9876225,78.3361429,police_station,,,
Kadampuliyur Police Station,11.7025877,79.5509081,police_station,,,
Sadar Police Station Fzr City,30.946946,74.6131787,police_station,,,
Checking,9.416961,77.0690624,police_station,,,
Police Lines Allahabad,25.4626401,81.8432613,police_station,,,
Police Station Frezarpura,20.9323762,77.7762628,police_station,,,
"Amravati City Kotwali, Police Station",20.9301627,77.7536656,police_station,,,
Police Station  Bhikangaon,21.8658653,75.9634348,police_station,,,
Nagpuri Gate Police Station,20.9363366,77.7444454,police_station,,,
Kholapuri Gate Police station,20.9340259,77.7389522,police_station,,,
Khanapara Police Station,26.1166579,91.8314579,police_station,,,
Police Station,26.570701,78.7897315,police_station,,,
Police Line Ground Bhind,26.5553478,78.8013574,police_station,,,
hatigaon police station,26.1266082,91.7868419,police_station,,,
SAF,26.4800489,77.9916464,police_station,,,
Police station,27.993946,73.3334857,police_station,,,
Women's Police Station,13.0027776,76.1076167,police_station,,,
Police Station,10.9407487,78.4199515,police_station,,,
Police Station,27.1731773,88.5306194,police_station,,,
Kadakkavoor Police station,8.6827522,76.7710623,police_station,,,
Police station Karchana,25.285155,81.935218,police_station,,,
"Sub Police Station, Patan",19.6311053,79.2010437,police_station,,,
"Police Station,Shakthykulangara (Kavand)",8.9236105,76.5574643,police_station,,,
Checkpost,32.3254509,77.2015538,police_station,,,
Kothapatnam police station,15.4470183,80.1597475,police_station,,,
Saikul Police Station,25.0594075,94.0259444,police_station,,,
Odanchatram,10.4874625,77.7512396,police_station,,,
Arundalpet Police Station,16.3039416,80.4377261,police_station,,,
Chebrole Police Station,16.2025985,80.5245854,police_station,,,
Local crime branch office,21.5286827,70.4586508,police_station,,,
TUNI URBAN POLICE STATION,17.3586314,82.5416401,police_station,,,
Rajrappa Police Station,23.5916421,85.6774507,police_station,,,
Matunga Police Station,19.0311163,72.8578787,police_station,,,
Ayad Police Station,24.5870571,73.7122867,police_station,,,
Shil Mhape Police Chouki,19.1147228,73.0343208,police_station,,,
Shil Daighar Police Station,19.1428227,73.046117,police_station,,,
Rabale Police Station,19.1463017,73.0009279,police_station,,,
District Commissioner Office,10.780682,78.7015497,police_station,,,
Police Assistance Booth,13.0699263,80.2714181,police_station,,,
Mandiyur Police Station,10.6596787,78.7408896,police_station,,,
District Police Office,10.7849428,78.699011,police_station,,,
Medical Police Station,28.9610399,77.7537353,police_station,,,
Police Aid,10.6137876,76.1956952,police_station,,,
Police Station,19.193452,73.3327477,police_station,,,
Kandivali Police Station,19.209583,72.8501404,police_station,,,
Palampur Traffic Police Station,32.1098126,76.5364455,police_station,,,
Marine Police Station,16.1459776,81.1790021,police_station,,,
Chilakalapudi Police Station,16.1908039,81.1451734,police_station,,,
Chakan Police Station,18.7594575,73.8633136,police_station,,,
Jejuri Police Station,18.2775545,74.1630866,police_station,,,
Jejuri Police Line,18.278302,74.1635497,police_station,,,
Daund Railway Police Station,18.4630835,74.5809817,police_station,,,
F R O,16.2976316,80.4272358,police_station,,,
payambalam police control room,11.8702119,75.3535649,police_station,,,
Check post,27.086519,88.4513409,police_station,,,
Khatauli Police Station,29.2754754,77.7315119,police_station,,,
Nyayapura Police Station,23.1705923,77.4168018,police_station,,,
Superintendent of police office,28.7944353,95.8988607,police_station,,,
9TH ITBP,28.9309743,95.9746621,police_station,,,
9TH ITBP,28.8352118,95.9608734,police_station,,,
Police Station Masturi,21.9910409,82.268568,police_station,,,
Police Station,11.9264949,76.9379787,police_station,,,
Office of DYSP,9.380302,76.5724099,police_station,,,
Police Station,25.6979586,85.1704561,police_station,,,
BAGDA POLICE STATION,23.1864132,88.8559576,police_station,,,
Police Quarters,11.7516072,79.7602431,police_station,,,
Cuddalore New Town Police Station,11.7513011,79.7610182,police_station,,,+91 94865 29887
Police Booth,13.1037724,80.0585425,police_station,,,
T9 Police Station Pattabiram,13.1222511,80.0624155,police_station,,,
J-10 Semmenchery Police Station,12.9008558,80.2280156,police_station,,,
High Grounds Traffic Police Station,12.9848902,77.5828907,police_station,,,
Police Station,10.7743667,79.1328753,police_station,,,
Tamil nadu special police battalion,10.7901246,78.6825796,police_station,,,
Ayyampettai Police Station,10.8905055,79.1890064,police_station,,,
Hasnabad Police Station,22.5689565,88.9160393,police_station,,,
Police Station,11.8338315,93.0295473,police_station,,,
Phoolbagan Police Sation,22.5753874,88.3920651,police_station,,,
Dattawadi Police Chowki,18.5010017,73.840267,police_station,,,+91-100
Mount Mary Police Chouki,19.051928,72.8232806,police_station,,,
Mangaon police station,18.2375251,73.2886231,police_station,,,
Police Booth,11.9365027,79.8346328,police_station,,,
"Police Station ,Meenangadi",11.6604006,76.1622129,police_station,,,
Kotwali Police Station,28.2892906,74.9663015,police_station,,,
Panamaram police station,11.7402537,76.0713276,police_station,,,
Colva police station,15.2779104,73.9265747,police_station,,,
"Police station,Ayiroor",8.7685285,76.7295132,police_station,,,
Police Post,27.0397,88.2650799,police_station,,,
Police Station,13.4191708,75.2529999,police_station,,,
Police Baberu,25.549502,80.69741,police_station,,,
Police station,25.2161951,80.917238,police_station,,,
Kondhwa police station,18.4659808,73.8904599,police_station,,,
New Khursipar Bhilai Police Station,21.2076444,81.4005154,police_station,,,
Pattabhipuram police station,16.3052237,80.423819,police_station,,,
Police Station,23.4573052,77.6765744,police_station,,,
Police Station,16.8290223,75.7148464,police_station,,,
Police Aid Post,8.7361129,76.7038815,police_station,,,
Umred Police Station,20.8473413,79.3260153,police_station,,,
Police Station,28.5992969,94.1359827,police_station,,,
Karunya nagar police station,10.941951,76.7536848,police_station,,,
Police Station,20.0900808,75.4357539,police_station,,,
Police Booth,13.0149758,80.1816427,police_station,,,
Women police station,17.4382434,78.3630264,police_station,,,9494731100
Gachibowli traffic police station,17.4458549,78.3519936,police_station,,,
Railway Police Force Out Post,32.0813591,76.5151865,police_station,,,
Joki Gaun,26.6412627,86.0689261,police_station,,,
Police Station,28.6891306,77.2217498,police_station,,,
2 Town Police Station,16.2385179,80.045045,police_station,,,086472 22333
Police Station,18.9978829,72.837489,police_station,,,
Police thana khajrana,22.7358525,75.9145323,police_station,,,
Police station khajrana,22.73595,75.9145268,police_station,,,
Pipraun,26.6015326,85.936166,police_station,,,
Umgaon,26.6113742,85.9646725,police_station,,,
Umgaon main chowk,26.6126612,85.9699933,police_station,,,
Police station,20.2754976,73.0031368,police_station,,,
Police Station,15.5415568,73.7612503,police_station,,,
Office of the Superintendent of Police,27.5027858,95.3282384,police_station,,,
Border crossing,24.2379038,94.3006506,police_station,,,
Police Station,26.9177909,75.7950769,police_station,,,
Police Station,17.9239173,73.6589614,police_station,,,
BKC Police Station,19.0645147,72.8603409,police_station,,,
Sp office vikarabad,17.3313388,77.9160514,police_station,,,
POLICE STATION,18.7734466,84.0970669,police_station,,,
Police station Surya nagar,28.66921,77.331314,police_station,,,
Medipally Police Station,17.407588,78.6011092,police_station,,,
Janamythri Police Station,8.4961923,76.9785637,police_station,,,
Woman Police Station,31.7033484,76.943878,police_station,,,
Police Lines Mandi,31.7058375,76.9357126,police_station,,,
Udalguri Police Station,26.7490438,92.0978302,police_station,,,
Prohibition Check Post,11.9827095,79.8450868,police_station,,,
Crime Branch CID,11.9349494,79.8160521,police_station,,,
Anti Human Trafficking,11.9348978,79.8160403,police_station,,,
Versova Police Station,19.1429738,72.8044882,police_station,,,
Karimnagar commisionarate,18.4357584,79.127741,police_station,,,
1 Town Police Station,18.4312863,79.1314445,police_station,,,
Rural Police station,18.4322086,79.1378518,police_station,,,
Pahadishareef Police Station,17.2641465,78.4741378,police_station,,,
Ranip Police Station,23.0806075,72.5779962,police_station,,,
Saphale police station,19.5788495,72.8215237,police_station,,,
Samatanagar Police Station,19.1998393,72.8614152,police_station,,,
NM Joshi Marg Police Station,18.9914132,72.8309771,police_station,,,
Palam Police Station,19.0131145,76.9514338,police_station,,,
B6 Kandamangalam Police Station,11.9189716,79.6785747,police_station,,,
District Reserve forces,19.3560531,84.9867296,police_station,,,
Police Station,31.3393294,76.7614465,police_station,,,+91-94591-00100;+91-19-7822-4288
Swarghat Police Station,31.2290057,76.7172436,police_station,,,
Kunnamangalam Police Station,11.3057105,75.8790061,police_station,,,
"Crime Branch, Kozhikode",11.2536596,75.7872164,police_station,,,
Police Station,28.6301852,77.4340032,police_station,,,
Laimekuri Police Outpost,27.7513277,95.0743345,police_station,,,
JC Nagara Police Station,13.0057165,77.5934124,police_station,,,
IRB 6th BN POLICE KHORDHA,20.1895601,85.5677644,police_station,,,
"Police Station,Thiruvalla",9.3807163,76.5697394,police_station,,,+91-469 2738100
NEW S P OFFICE KHORDHA,20.164667,85.6138748,police_station,,,
SADAR POLICE STATION KHORDHA,20.1431966,85.5980672,police_station,,,
Mayur Vihar Police Chowki,30.3400573,78.0694594,police_station,,,
G3,10.3406203,79.3854808,police_station,,,
Excise Department. Khordha,20.1690158,85.6133034,police_station,,,
Police Station Hazrat Nizamudin Railway station,28.5879796,77.2536138,police_station,,,
Police Dog Squad Thrissur,10.5561828,76.2265405,police_station,,,
"Office of The Deputy Commandant, Dist. Armed Reserve, Ramavarmapuram,Thrissur",10.5565513,76.2272391,police_station,,,
Chalakudy Police Station,10.3015307,76.3393046,police_station,,,
Subsidiary Central Police Canteen,10.5602389,76.235732,police_station,,,
Sub Inspectors Quarters,10.5602378,76.235584,police_station,,,
Sri City Police,13.5597868,80.0230418,police_station,,,
Police Security Office,8.5197398,76.9538461,police_station,,,
Highway Patrol,13.6455682,79.5217956,police_station,,,
Police Station,34.2250222,74.7761044,police_station,,,
Police Station,34.0851489,74.5052227,police_station,,,
Police Station,34.0780552,74.7953205,police_station,,,
Traffic Police Head Quarter,34.0739168,74.8177936,police_station,,,
Police Station,34.0532623,74.3987924,police_station,,,
All women police station,11.0821749,76.9411896,police_station,,,
Police Station Karol Bagh,28.652398,77.1930248,police_station,,,+91-11-2872-6870;+91-11-2872-1115
Police Station,17.9499784,73.8872587,police_station,,,
Police Station Chamorshi,19.9445772,79.8913349,police_station,,,
traffic polish station,21.3011125,81.6362925,police_station,,,
Amanaka Police Station,21.2518357,81.5997597,police_station,,,
PSI quarters,12.4077705,76.5777011,police_station,,,
Police Station - Annamalai Nagar,11.3869698,79.7111529,police_station,,,
"Police Station, Mahua",25.8121224,85.3967771,police_station,,,
Sakra Police Station,25.9768361,85.562313,police_station,,,
Bihar Sainya Police - 6,26.1161209,85.4159735,police_station,,,
Aadarsh Nagar Thana,26.1199402,85.3861255,police_station,,,
